0.144465, 0.791934
0.129336, -1.512834
0.121575, 0.776096
0.106750, -1.482577
0.099144, 0.760574
0.084615, -1.452925
0.077161, 0.745362
0.062922, -1.423867
0.055618, 0.730455
0.041664, -1.395390
0.034505, 0.715846
0.020831, -1.367482
0.013815, 0.701529
0.000414, -1.340132
-0.006461, 0.687498
-0.019594, -1.313330
-0.026332, 0.673748
-0.039202, -1.287063
-0.045805, 0.660273
-0.058418, -1.261322
-0.064889, 0.647068
-0.077250, -1.236095
-0.083591, 0.634127
-0.095705, -1.211373
-0.101919, 0.621444
-0.113791, -1.187146
-0.119881, 0.609015
-0.131515, -1.163403
-0.137483, 0.596835
-0.148885, -1.140135
-0.154734, 0.584898
-0.165907, -1.117332
-0.171639, 0.573200
-0.182589, -1.094986
-0.188206, 0.561736
-0.198937, -1.073086
-0.204442, 0.550502
-0.214958, -1.051624
-0.220353, 0.539491
-0.230659, -1.030592
-0.235946, 0.528702
-0.246046, -1.009980
-0.251227, 0.518128
-0.261125, -0.989780
-0.266203, 0.507765
-0.275903, -0.969985
-0.280879, 0.497610
-0.290385, -0.950585
-0.295261, 0.487658
-0.304577, -0.931573
-0.309356, 0.477904
-0.318485, -0.912942
-0.323169, 0.468346
-0.332116, -0.894683
-0.336705, 0.458979
-0.345473, -0.876789
-0.349971, 0.449800
-0.358564, -0.859253
-0.362972, 0.440804
-0.371393, -0.842068
-0.375712, 0.431988
-0.383965, -0.825227
-0.388198, 0.423348
-0.396285, -0.808722
-0.400434, 0.414881
-0.408360, -0.792548
-0.412426, 0.406583
-0.420193, -0.776697
-0.424177, 0.398452
-0.431789, -0.761163
-0.435694, 0.390483
-0.443153, -0.745940
-0.446980, 0.382673
-0.454290, -0.731021
-0.458040, 0.375020
-0.465204, -0.716401
-0.468879, 0.367519
-0.475900, -0.702073
-0.479502, 0.360169
-0.486382, -0.688031
-0.489912, 0.352965
-0.496654, -0.674271
-0.500113, 0.345906
-0.506721, -0.660785
-0.510111, 0.338988
-0.516587, -0.647569
-0.519909, 0.332208
-0.526255, -0.634618
-0.529511, 0.325564
-0.535730, -0.621926
-0.538921, 0.319053
-0.545015, -0.609487
-0.548142, 0.312672
-0.554115, -0.597297
-0.557179, 0.306418
-0.563033, -0.585351
-0.566036, 0.300290
-0.571772, -0.573644
-0.574715, 0.294284
-0.580337, -0.562172
-0.583221, 0.288398
-0.588730, -0.550928
-0.591556, 0.282630
-0.596955, -0.539910
-0.599725, 0.276978
-0.605016, -0.529111
-0.607731, 0.271438
-0.612916, -0.518529
-0.615576, 0.266010
-0.620658, -0.508159
-0.623265, 0.260689
-0.628244, -0.497995
-0.630799, 0.255476
-0.635680, -0.488036
-0.638183, 0.250366
-0.642966, -0.478275
-0.645420, 0.245359
-0.650107, -0.468709
-0.652511, 0.240452
-0.657105, -0.459335
-0.659461, 0.235643
-0.663962, -0.450148
-0.666272, 0.230930
-0.670683, -0.441145
-0.672946, 0.226311
-0.677270, -0.432323
-0.679487, 0.221785
-0.683724, -0.423676
