0.866026, 0.412003, 0.243556
0.851903, 0.426125, 1.412243
0.857087, 0.420942, 0.518320
0.853695, 0.417551, -0.339115
0.851560, 0.415416, 0.213552
0.837797, 0.429179, 1.376314
0.842975, 0.424001, 0.517789
0.839517, 0.420543, -0.345747
0.837670, 0.418696, 0.184747
0.824252, 0.432114, 1.341813
0.829424, 0.426941, 0.517283
0.825903, 0.423420, -0.352118
0.824332, 0.421849, 0.157093
0.811246, 0.434936, 1.308682
0.816414, 0.429768, 0.516802
0.812831, 0.426186, -0.358238
0.811526, 0.424880, 0.130543
0.798757, 0.437649, 1.276866
0.803921, 0.432485, 0.516343
0.800279, 0.428844, -0.364118
0.799229, 0.427794, 0.105053
0.786766, 0.440257, 1.246314
0.791925, 0.435098, 0.515907
0.788227, 0.431400, -0.369766
0.787421, 0.430594, 0.080582
0.775252, 0.442764, 1.216976
0.780406, 0.437609, 0.515491
0.776655, 0.433857, -0.375192
0.776084, 0.433286, 0.057087
0.764196, 0.445174, 1.188802
0.769347, 0.440023, 0.515096
0.765543, 0.436219, -0.380404
0.765197, 0.435874, 0.034532
0.753580, 0.447491, 1.161748
0.758727, 0.442344, 0.514719
0.754873, 0.438490, -0.385411
0.754744, 0.438361, 0.012877
0.743386, 0.449719, 1.135768
0.748530, 0.444575, 0.514360
0.744628, 0.440673, -0.390221
0.744707, 0.440752, -0.007913
0.733599, 0.451861, 1.110820
0.738739, 0.446720, 0.514019
0.734790, 0.442772, -0.394842
0.735069, 0.443051, -0.027872
0.724201, 0.453919, 1.086863
0.729338, 0.448782, 0.513694
0.725345, 0.444790, -0.399281
0.725815, 0.445260, -0.047034
0.715176, 0.455898, 1.063857
0.720310, 0.450765, 0.513385
0.716275, 0.446729, -0.403546
0.716929, 0.447383, -0.065431
0.706512, 0.457801, 1.041765
0.711642, 0.452670, 0.513091
0.707566, 0.448594, -0.407642
0.708397, 0.449425, -0.083093
0.698191, 0.459630, 1.020550
0.703320, 0.454502, 0.512811
0.699204, 0.450386, -0.411577
0.700204, 0.451387, -0.100050
0.690203, 0.461389, 1.000178
0.695328, 0.456263, 0.512545
0.691174, 0.452110, -0.415358
0.692338, 0.453273, -0.116329
0.682532, 0.463079, 0.980615
0.687654, 0.457956, 0.512292
0.683465, 0.453766, -0.418989
0.684784, 0.455086, -0.131958
0.675166, 0.464704, 0.961829
0.680286, 0.459584, 0.512051
0.676062, 0.455359, -0.422478
0.677531, 0.456828, -0.146963
0.668093, 0.466266, 0.943789
0.673212, 0.461148, 0.511821
0.668953, 0.456890, -0.425829
0.670567, 0.458503, -0.161369
0.661302, 0.467768, 0.926465
0.666418, 0.462652, 0.511603
0.662128, 0.458362, -0.429049
0.663880, 0.460114, -0.175199
